"year","locationabbr","locationdesc","datasource","topictype","topicdesc","measuredesc","variable","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","geolocation","topic_type_id","topic_id","measure_id","submeasureid","displayorder"
"2008","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","17.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE006","06"
"2005","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","441.2",,,"
, IN 
(39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE004","04"
"2009","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","265.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE006","06"
"2007","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","66.3",,,"
, ID 
(43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE002","02"
"2006","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","40",,,"
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE002","02"
"2005","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","186.9",,,"
, OK 
(35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE002","02"
"2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","64.6",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE005","05"
"2007","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","81.7",,,"
, ID 
(43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE004","04"
"2007","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","459.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE006","06"
"2008","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","243.2",,,"
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE005","05"
"2008","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","242.9","†","Excludes dental expenditures","
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE001","01"
"2005","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","326.2",,,"
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE004","04"
"2006","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","119","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WI 
(44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE006","06"
"2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","73.2",,,"
, ID 
(43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE002","02"
"2009","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","185.1",,,"
, KS 
(38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE002","02"
"2006","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","595.3",,,"
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE003","03"
"2006","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1178.9",,,"
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE002","02"
"2006","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","611.8","†","Excludes dental expenditures","
, NH 
(43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE001","01"
"2008","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","638",,,"
, FL 
(28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE005","05"
"2005","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","402.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE006","06"
"2008","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","5396.7","†","Excludes dental expenditures","
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE001","01"
"2009","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","36.9",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE005","05"
"2006","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","447.1","†","Excludes dental expenditures","
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE001","01"
"2007","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","239.4",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE003","03"
"2007","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","626.3",,,"
, MS 
(32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE003","03"
"2005","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","106.6",,,"
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE005","05"
"2008","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","151.1",,,"
, MS 
(32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE002","02"
"2008","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","94.1",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE004","04"
"2006","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2420.5","†","Excludes dental expenditures","
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE001","01"
"2005","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","27.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE006","06"
"2008","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","13.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE006","06"
"2007","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","92.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE006","06"
"2005","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","156.2",,,"
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE002","02"
"2007","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2669.4","†","Excludes dental expenditures","
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE001","01"
"2008","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","958.9","†","Excludes dental expenditures","
, WV 
(38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE001","01"
"2008","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","9904","†","Excludes dental expenditures","
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE001","01"
"2005","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","23.3",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE005","05"
"2007","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","100.5",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE002","02"
"2005","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1092.7",,,"
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE002","02"
"2007","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","70.9",,,"
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE002","02"
"2007","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","48.4",,,"
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE004","04"
"2009","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","99.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AL 
(32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE006","06"
"2007","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1769.8","†","Excludes dental expenditures","
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE001","01"
"2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","48.7",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE005","05"
"2005","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","261.3",,,"
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE003","03"
"2005","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","87.2",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE002","02"
"2008","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","147.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE006","06"
"2008","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","277",,,"
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE003","03"
"2009","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","494.2",,,"
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE005","05"
"2009","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","230.7",,,"
, OK 
(35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE002","02"
"2008","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","313.1",,,"
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE002","02"
"2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","367.6",,,"
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE004","04"
"2006","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","222.3",,,"
, NV 
(39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE004","04"
"2009","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","25.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE006","06"
"2007","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","38.6",,,"
, NV 
(39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE005","05"
"2007","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","12.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE006","06"
"2006","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","5652.1",,,"
, CA 
(37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE003","03"
"2005","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","85.1",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE002","02"
"2005","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","36.6",,,"
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE002","02"
"2005","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","115",,,"
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE004","04"
"2005","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","540.4","†","Excludes dental expenditures","
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE001","01"
"2005","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","25.2",,,"
, ID 
(43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE005","05"
"2007","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","304.8",,,"
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE005","05"
"2008","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","154.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, VA 
(37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE006","06"
"2007","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","4051.7",,,"
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE003","03"
"2007","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","426.2",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE002","02"
"2007","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","552.3",,,"
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE003","03"
"2007","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","497.6",,,"
, GA 
(32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE002","02"
"2007","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","122.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE006","06"
"2007","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1272.6",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE003","03"
"2006","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","87.6",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE004","04"
"2007","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","883.3",,,"
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE004","04"
"2008","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","76.3",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE002","02"
"2008","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","44",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE005","05"
"2005","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","52.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, KS 
(38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE006","06"
"2005","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","255.2",,,"
, NC 
(35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE005","05"
"2006","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","55.7",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE005","05"
"2005","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","455.8",,,"
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE004","04"
"2008","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2947.5",,,"
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE003","03"
"2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1896.2",,,"
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE004","04"
"2005","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1728.9",,,"
, MA 
(42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE003","03"
"2007","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","132.9",,,"
, AL 
(32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE005","05"
"2005","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","197.4",,,"
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE005","05"
"2005","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","221.4",,,"
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE003","03"
"2007","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","396.6",,,"
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE002","02"
"2008","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","804.9",,,"
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE004","04"
"2006","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","233.5",,,"
, ID 
(43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE003","03"
"2005","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","62.3",,,"
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE005","05"
"2005","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","134.5",,,"
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE002","02"
"2007","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2325.7","†","Excludes dental expenditures","
, MN 
(46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE001","01"
"2005","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","4771.7","†","Excludes dental expenditures","
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE001","01"
"2005","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","412.2","†","Excludes dental expenditures","
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE001","01"
"2006","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","63.3",,,"
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE005","05"
"2008","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","103",,,"
, NH 
(43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE002","02"
"2008","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","120.9",,,"
, NH 
(43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE004","04"
"2006","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","98.4",,,"
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE004","04"
"2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1891.7","†","Excludes dental expenditures","
, LA 
(31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE001","01"
"2005","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","40.6",,,"
, AK 
(64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE004","04"
"2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1848.8",,,"
, NJ 
(40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE003","03"
"2007","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","358.8",,,"
, MN 
(46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE002","02"
"2006","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","738.5",,,"
, PA 
(40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE002","02"
"2007","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","95.1",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE004","04"
"2007","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","36.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, NH 
(43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE006","06"
"2005","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1842.1","†","Excludes dental expenditures","
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE001","01"
"2007","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","230.9",,,"
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE003","03"
